시도교육청,지역교육청,지역,정보공시 학교코드,학교명,학교급코드,설립구분,제외여부,제외사유,1학년(남),1학년(여),2학년(남),2학년(여),3학년(남),3학년(여),특수학급(남),특수학급(여),순회학급(남),순회학급(여),계(남),계(여),총계,학교특성,분교여부,설립유형,주야구분,개교기념일,설립일,법정동코드,주소내역,상세주소내역,우편번호,학교도로명 우편번호,학교도로명 주소,학교도로명 상세주소,위도,경도,전화번호,팩스번호,홈페이지 주소,남녀공학 구분,_merge
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000883,오금중학교,3,공립,N,,29,86,49,94,49,103,0,0,0,0,127,283,410,,N,단설,주간,19870421,19861217,1171011200,서울특별시 송파구 오금동,34번지.,138855,5660,서울특별시 송파구 오금로35길 20,"(오금동,오금중학교)",37.5052698305661,127.128800008371,02-402-4778,02-430-6447,http://ogeum.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000884,오륜중학교,3,공립,N,,21,155,31,123,37,156,0,0,0,0,89,434,523,,N,단설,주간,19890418,19881224,1171011100,서울특별시 송파구 방이동,89-7번지.,138151,5649,서울특별시 송파구 양재대로 1242,"(방이동,오륜중학교)",37.5161458,127.1388726,02-3434-4100,02-3434-4199,http://oryun.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000885,오주중학교,3,공립,N,,45,89,40,90,42,100,8,5,0,0,135,284,419,,N,단설,주간,19840901,19840109,1171011200,서울특별시 송파구 오금동,59.,138857,5728,서울특별시 송파구 동남로 281,"(오금동, 오주중학교)",37.5015060647098,127.136266649936,02-3434-7500,02-3434-7599,http://oju.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000886,일신여자중학교,3,사립,N,,0,145,0,144,0,153,0,0,0,0,0,442,442,,N,단설,주간,19740301,19740301,1171010400,서울특별시 송파구 송파동,99-2번지.,138170,5676,서울특별시 송파구 송파대로38길 8,"(송파동,일신여자중학교)",37.50088,127.113224,02-2140-8131,02-2140-8124,http://ilsin.sen.ms.kr,녀,both
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000887,잠신중학교,3,공립,N,,261,124,225,157,230,146,11,2,0,0,727,429,1156,,N,단설,주간,19840425,19840109,1171010100,서울특별시 송파구 잠실동,22-1.,138222,5502,서울특별시 송파구 잠실로 12,", 잠신중학교 (잠실동)",37.5161699238537,127.087803616145,02-2251-1234,02-2251-1591,http://jamsin.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000888,잠실중학교,3,공립,N,,209,173,235,149,183,171,0,0,0,0,627,493,1120,,N,단설,주간,19800506,19800124,1171010200,서울특별시 송파구 신천동,7-1.,138240,5504,서울특별시 송파구 올림픽로35길 130,(신천동),37.51781919648,127.098664729477,02-420-8051,02-420-8055,http://jamsil.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000889,정신여자중학교,3,사립,N,,0,300,0,296,0,333,0,0,0,0,0,929,929,,N,단설,주간,18871020,18871020,1171010100,서울특별시 송파구 잠실동,50-4번지.,138227,5571,서울특별시 송파구 올림픽로4길 16,", 정신여자중학교 (잠실동)",37.5094543801408,127.073847782135,02-423-4123,02-423-8322,http://chungshin.sen.ms.kr,녀,both
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000890,천일중학교,3,공립,N,,76,81,88,69,101,91,8,2,0,0,273,243,516,,N,단설,주간,19940506,19940105,1174010900,서울특별시 강동구 천호동,313-5.,134020,5323,서울특별시 강동구 천중로 57,"(천호동,천일중학교)",37.5459098685653,127.127638729251,02-470-3542,02-475-1805,http://cheonil.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000891,천호중학교,3,공립,N,,93,41,100,52,104,66,5,4,0,0,302,163,465,,N,단설,주간,19691107,19691107,1174010900,서울특별시 강동구 천호동,38-1.,134861,5308,서울특별시 강동구 상암로 153,(천호동),37.5465197083713,127.139698075269,02-470-7075,02-485-5621,http://cheonho.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000892,풍납중학교,3,공립,N,,69,40,71,31,85,43,8,5,0,0,233,119,352,,N,단설,주간,19830411,19821209,1171010300,서울특별시 송파구 풍납동,390.,138878,5506,서울특별시 송파구 올림픽로43길 20,(풍납동),37.5255375,127.1159443,02-2225-2000,02-2225-2005,http://pungnap.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,S010000893,풍성중학교,3,공립,N,,70,42,75,36,82,37,0,0,0,0,227,115,342,,N,단설,주간,19910430,19910121,1171010300,서울특별시 송파구 풍납동,388-16번지.,138878,5506,서울특별시 송파구 강동대로2길 27,"(풍납동, 풍성중학교)",37.5254397550158,127.11288363683,02-2224-7700,02-2224-7788,http://pungsung.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000895,한산중학교,3,공립,N,,45,55,60,59,54,39,4,1,0,0,163,154,317,,N,단설,주간,19900426,19900120,1174010600,서울특별시 강동구 둔촌동,161-1.,134818,5371,서울특별시 강동구 풍성로 251,(둔촌동),37.5289026455544,127.140303284799,02-474-4903,02-485-8092,http://hansan.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,S010000896,한영중학교,3,사립,N,,167,75,150,97,147,105,0,0,0,0,464,277,741,,N,병설,주간,19330418,19330418,1174010300,서울특별시 강동구 상일동,166번지.,134710,5279,서울특별시 강동구 동남로 832,", 한영중학교 (상일동)",37.549136,127.157387,02-6954-1403,02-426-0131,http://hanyoung.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010000967,강신중학교,3,공립,N,,141,126,159,182,154,130,2,4,0,0,456,442,898,,N,단설,주간,19881224,19881224,1147010300,서울특별시 양천구 신월동,1010번지.,158848,8047,서울특별시 양천구 남부순환로 604,"(신월동,강신중학교)",37.5151366188634,126.838158751063,02-2694-9623,02-2699-3253,http://kangsin.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010000968,경서중학교,3,공립,N,,17,17,22,24,34,28,0,0,0,0,73,69,142,,N,단설,주간,19930404,19500901,1150010400,서울특별시 강서구 가양동,1483번지.,157809,7533,서울특별시 강서구 양천로59길 31,(가양동),37.5612425735805,126.857761798659,02-2668-0304,02-2668-6816,http://gyeongseo.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010000970,공항중학교,3,공립,N,,105,78,73,102,101,90,7,2,0,0,286,272,558,,N,단설,주간,19550428,19550428,1150010800,서울특별시 강서구 공항동,12-3번지.,157811,7618,서울특별시 강서구 방화대로 241,"(공항동,공항중학교)",37.5621779613716,126.814967633352,02-2662-0471,02-2667-0739,http://gonghang.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010000971,금옥중학교,3,공립,N,,107,136,128,138,143,130,3,2,0,0,381,406,787,,N,단설,주간,19810502,19810301,1147010100,서울특별시 양천구 신정동,729번지.,158855,8080,서울특별시 양천구 신정로 213,", 금옥중학교 (신정동)",37.510293,126.844182,02-2696-1202,02-2698-1339,geumok.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010000972,덕원중학교,3,사립,N,,103,139,95,164,120,151,0,0,0,0,318,454,772,,N,단설,주간,19780429,19780429,1150010600,서울특별시 강서구 내발산동,산59-2번지.,157700,7640,서울특별시 강서구 강서로45길 91-44,"(내발산동,덕원중학교)",37.550018,126.829446,02-2660-7955,02-2660-7978,http://deokwon.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010000973,등명중학교,3,공립,N,,103,89,96,116,100,145,0,0,0,0,299,350,649,,N,단설,주간,19950506,19950110,1150010200,서울특별시 강서구 등촌동,690-4번지.,157030,7585,서울특별시 강서구 공항대로39길 39,"(등촌동,등명중학교)",37.5601935309824,126.843303860237,02-2658-2727,02-2658-7198,http://www.deungmyoung.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010000974,등원중학교,3,공립,N,,14,58,14,63,17,64,8,3,0,0,53,188,241,,N,단설,주간,19950504,19950504,1150010200,서울특별시 강서구 등촌동,707-4.,157033,7576,서울특별시 강서구 화곡로65길 50,"(등촌동,등원중학교)",37.5597178127603,126.851680155312,02-2658-2707,02-2658-2709,http://deungwon.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010000975,등촌중학교,3,사립,N,,69,75,53,57,49,61,0,0,0,0,171,193,364,,N,단설,주간,19810130,19810130,1150010200,서울특별시 강서구 등촌동,534-9.,157836,7664,서울특별시 강서구 공항대로 484-12,"(등촌동,등촌중학교)",37.5524830213533,126.859213427874,02-2653-0392,02-2653-4969,http://deungchon.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010000976,마포중학교,3,사립,N,,170,0,143,0,165,0,0,0,0,0,478,0,478,,N,단설,주간,19500601,19500601,1150010200,서울특별시 강서구 등촌동,82-1.,157033,7576,서울특별시 강서구 화곡로 403,"(등촌동,마포중고등학교)",37.560364,126.853059,02-3663-2591,02-3663-2593,http://mapo.sen.ms.kr,남,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010000977,명덕여자중학교,3,사립,N,,0,176,0,182,0,194,0,0,0,0,0,552,552,,N,단설,주간,19771015,19771230,1150010600,서울특별시 강서구 내발산동,169-1번지.,157280,7633,서울특별시 강서구 강서로47길 34-10,(내발산동),37.553625,126.834815,02-2664-8813,02-2664-8846,http://myungduk.sen.ms.kr,녀,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010000978,목동중학교,3,공립,N,,226,202,260,209,259,238,5,4,0,0,750,653,1403,,N,단설,주간,19810520,19810301,1147010100,서울특별시 양천구 신정동,88-1번지.,158072,8010,서울특별시 양천구 목동동로 172,"(신정동,목동중학교)",37.5209583703713,126.871444519294,02-2643-1103,02-2653-5848,http://mokdong.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010000979,목일중학교,3,공립,N,,249,129,284,152,295,140,0,0,0,0,828,421,1249,,N,단설,주간,19870508,19861217,1147010100,서울특별시 양천구 신정동,330-2.,158076,8018,서울특별시 양천구 목동동로8길 70,"(신정동,목일중학교)",37.5133739,126.8741821,02-2646-0553,02-2648-5793,http://mokil.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010000980,방원중학교,3,공립,N,,51,63,60,59,70,59,4,1,0,0,185,182,367,,N,단설,주간,19940512,19931005,1150010900,서울특별시 강서구 방화동,808번지.,157220,7515,서울특별시 강서구 금낭화로 268,", 방원중학교 (방화동,방원중학교)",37.575976,126.808714,02-2666-6014,02-2662-6965,http://bangwon.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010000981,방화중학교,3,공립,N,,66,55,55,53,69,47,0,0,0,0,190,155,345,,N,단설,주간,19860425,19860129,1150010900,서울특별시 강서구 방화동,636-2.,157853,7621,서울특별시 강서구 개화동로27길 9,(방화동),37.5643349769369,126.80710714546,02-2662-4452,02-2665-0411,http://banghwa.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010000982,백석중학교,3,공립,N,,130,49,121,66,148,68,5,0,0,0,404,183,587,,N,단설,주간,19830418,19821209,1150010200,서울특별시 강서구 등촌동,벽소길 52-1.,157836,7669,서울특별시 강서구 등촌로51나길 35,"(등촌동,백석중학교)",37.548487,126.858907,02-2644-2886,02-2653-5589,baekseok.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010000983,봉영여자중학교,3,사립,N,,0,142,0,162,0,187,0,0,0,0,0,491,491,,N,단설,주간,19511008,19511008,1147010100,서울특별시 양천구 신정동,325-8번지.,158077,8099,서울특별시 양천구 목동동로2길 68,"(신정동,봉영여자중학교)",37.50896,126.861331,02-2648-7123,02-2648-7122,bongyoung.sen.ms.kr,녀,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010000984,삼정중학교,3,공립,N,,37,49,64,51,56,52,0,0,0,0,157,152,309,,N,단설,주간,19940504,19940105,1150010900,서울특별시 강서구 방화동,856  삼정중학교.,157223,7508,서울특별시 강서구 금낭화로 210,"(방화동,삼정중학교)",37.581561,126.810702,02-2666-6033,02-2666-6896,http://samjeong.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010000985,성재중학교,3,공립,N,,73,51,64,81,70,61,3,2,0,0,210,195,405,,N,단설,주간,19950607,19950110,1150010400,서울특별시 강서구 가양동,성재중학교.,157806,7529,서울특별시 강서구 허준로 36,"(가양동,성재중학교)",37.5694511808602,126.845294801233,02-2658-9853,02-2658-9855,http://sungjae.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010000986,송정중학교,3,공립,N,,23,14,29,43,29,27,0,0,0,0,81,84,165,,N,단설,주간,19910516,19910121,1150010800,서울특별시 강서구 공항동,768-1번지.,157818,7628,서울특별시 강서구 남부순환로 121,"(공항동,송정중학교)",37.55315762044,126.815243437085,02-2661-0478,02-2667-0021,http://songjeong.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010000987,신남중학교,3,공립,N,,93,104,122,124,107,98,3,1,0,0,325,327,652,,N,단설,주간,19840506,19840109,1147010300,서울특별시 양천구 신월동,610.,158092,8061,서울특별시 양천구 중앙로29길 109,"(신월동,신남중학교)",37.5207753280956,126.847825193394,02-2602-7353,02-2605-3745,http://shinnam.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010000988,신목중학교,3,공립,N,,212,216,217,257,263,256,0,0,0,0,692,729,1421,,N,단설,주간,19860512,19860129,1147010200,서울특별시 양천구 목동,902-1번지.,158055,7981,서울특별시 양천구 목동중앙로 88,"(목동,신목중학교)",37.53711,126.87287,02-2648-2142,02-2653-5912,http://shinmok.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010000989,신서중학교,3,공립,N,,217,130,274,157,284,154,7,4,0,0,782,445,1227,,N,단설,주간,19830506,19821209,1147010100,서울특별시 양천구 신정동,310-6번지.,158071,8091,서울특별시 양천구 중앙로 206,"(신정동,신서중학교)",37.515908,126.855545,02-2654-8011,02-2654-8016,http://sinseo.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010000990,신원중학교,3,공립,N,,49,30,37,41,48,54,4,3,0,0,138,128,266,,N,단설,주간,19860502,19860129,1147010300,서울특별시 양천구 신월동,43-4번지.,158823,7909,서울특별시 양천구 가로공원로55길 19,"(신월동,신원중학교)",37.536668,126.824311,02-2699-0183,02-2698-7635,http://shinwon.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010000991,신월중학교,3,공립,N,,147,137,114,103,115,85,3,5,0,0,379,330,709,,N,단설,주간,19810520,19801217,1147010300,서울특별시 양천구 신월동,17번지 6호.,158822,7902,서울특별시 양천구 남부순환로29길 25,", 신월중학교 (신월동)",37.541731,126.828491,02-2601-4254,02-2698-3267,http://sinwol.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010000992,신정여자중학교,3,사립,N,,0,128,0,152,0,136,0,0,0,0,0,416,416,,N,단설,주간,19781205,19780130,1150010300,서울특별시 강서구 화곡동,477번지 1호 (능동3길 52-2).,157894,7736,서울특별시 강서구 등촌로13아길 20,신정여자중학교,37.537958,126.856493,02-2644-3549,02-2642-5922,http://shinjeong.sen.ms.kr,녀,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010000993,신화중학교,3,공립,N,,0,0,113,115,77,111,2,0,0,0,192,226,418,,N,단설,주간,19700506,19691111,1147010300,서울특별시 양천구 신월동,17-7번지.,158822,7902,서울특별시 양천구 남부순환로29길 35,", 신화중학교 (신월동)",37.5408215537227,126.829897530171,02-3219-2900,02-2694-1701,http://shinhwa.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010000994,양강중학교,3,공립,N,,114,105,166,124,152,141,11,3,0,0,443,373,816,,N,단설,주간,19870507,19860217,1147010300,서울특별시 양천구 신월동,499-5번지.,158838,7935,서울특별시 양천구 중앙로 319,(신월동),37.5249114262136,126.849622301201,02-2691-0869,02-2692-7853,http://yangkang.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010000995,양동중학교,3,공립,N,,91,118,114,121,121,121,4,2,0,0,330,362,692,,N,단설,주간,19840109,19840109,1147010200,서울특별시 양천구 목동,600-6번지.,158053,7947,서울특별시 양천구 목동중앙북로 49,"(목동,양동중학교)",37.5483674013594,126.868717771856,02-2648-3638,02-2653-5248,http://yangdong.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010000996,양서중학교,3,공립,N,,60,65,68,63,75,66,0,0,0,0,203,194,397,,N,단설,주간,19900506,19900120,1147010300,서울특별시 양천구 신월동,169-4번지.,158829,7912,서울특별시 양천구 남부순환로 380,"(신월동,양서중학교)",37.532914,126.829502,02-6273-8106,02-2603-6676,http://yangseo.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010000997,양정중학교,3,사립,N,,171,0,185,0,186,0,0,0,0,0,542,0,542,,N,단설,주간,19050512,19050211,1147010200,서울특별시 양천구 목동,911-2번지.,07985,7985,서울특별시 양천구 안양천로 1039,"(목동, 양정고등학교)",37.535378,126.886908,02-2649-7077,02-2653-4827,http://ycsc.sen.ms.kr,남,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010000998,양천중학교,3,공립,N,,102,81,111,103,121,112,0,0,0,0,334,296,630,,N,단설,주간,19900504,19900120,1147010300,서울특별시 양천구 신월동,948번지.,158097,8037,서울특별시 양천구 지양로7길 32,"(신월동,양천중학교)",37.519725,126.830705,02-2694-2715,02-2694-4024,http://yangcheon.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010000999,염창중학교,3,공립,N,,130,116,136,123,158,147,0,0,0,0,424,386,810,,N,단설,주간,19840517,19840116,1150010100,서울특별시 강서구 염창동,85번지.,157859,7536,서울특별시 강서구 양천로67가길 83,"(염창동,염창중학교)",37.5538859,126.8716074,02-3664-2885,02-3665-5498,http://yumchang.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001000,영도중학교,3,사립,N,,96,0,99,0,129,0,0,0,0,0,324,0,324,,N,단설,주간,19521101,19380910,1147010200,서울특별시 양천구 목동,735번지.,158054,7958,서울특별시 양천구 목동중앙남로 27,", 영도중학교 (목동,강서고등학교)",37.535944,126.865946,02-2643-0242,02-2652-5414,http://yeongdo21.sen.ms.kr,남,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,S010001001,월촌중학교,3,공립,N,,174,286,179,310,187,309,0,0,0,0,540,905,1445,,N,단설,주간,19910504,19910121,1147010200,서울특별시 양천구 목동,909번지.,158055,7984,서울특별시 양천구 목동서로 31,"(목동,서울월촌중학교)",37.537656,126.882996,02-2648-8570,02-2648-8577,http://wolchonnet.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001002,화곡중학교,3,사립,N,,182,0,189,0,202,0,0,0,0,0,573,0,573,,N,단설,주간,19740105,19740105,1150010600,서울특별시 강서구 내발산동,715번지.,157280,7638,서울특별시 강서구 강서로45길 70,"(내발산동,화곡중학교)",37.548164,126.833204,070-8644-6400,02-2662-2943,http://hwagok.sen.ms.kr,남,both
서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,S010001003,화원중학교,3,공립,N,,99,88,89,64,99,92,0,0,0,0,287,244,531,,N,단설,주간,19960506,19950111,1150010300,서울특별시 강서구 화곡동,351-94.,157882,7764,서울특별시 강서구 강서로17나길 86,"(화곡동,화원중학교)",37.536971,126.842535,02-811-2000,02-811-2050,http://hwawon.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시남부교육지원청,서울특별시 금천구,S010001165,가산중학교,3,공립,N,,67,70,70,57,73,77,8,4,0,0,218,208,426,,N,단설,주간,19710303,19700810,1154510200,서울특별시 금천구 독산동,300-21번지.,153813,8584,서울특별시 금천구 시흥대로115길 48,(독산동),37.4678180129883,126.894265868991,02-804-1777,02-892-8477,http://gasan.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시남부교육지원청,서울특별시 구로구,S010001166,개봉중학교,3,공립,N,,51,70,68,65,50,81,6,2,0,0,175,218,393,,N,단설,주간,19840504,19840504,1153010700,서울특별시 구로구 개봉동,24-2번지.,152091,8250,서울특별시 구로구 고척로21나길 68,(개봉동),37.5035302169303,126.842399982889,02-3660-2400,02-2688-9514,http://gaebong.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시남부교육지원청,서울특별시 구로구,S010001167,개웅중학교,3,공립,N,,86,70,85,99,105,98,0,0,0,0,276,267,543,,N,단설,주간,19870212,19870212,1153010700,서울특별시 구로구 개봉동,273-15번지.,152812,8351,서울특별시 구로구 개봉로11길 81,", 개웅중학교 (개봉동,개웅중학교)",37.4875251856831,126.851072214148,02-2613-3342,02-2616-7618,http://kaewoong.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시남부교육지원청,서울특별시 구로구,S010001168,고척중학교,3,공립,N,,135,137,149,138,164,167,4,0,0,0,452,442,894,,N,단설,주간,19850506,19841208,1153010600,서울특별시 구로구 고척동,76-2.,152826,8225,서울특별시 구로구 중앙로3길 20,", 고척중학교 (고척동)",37.5003254,126.8621596,02-6917-7101,02-2615-9386,http://gocheok.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시남부교육지원청,서울특별시 구로구,S010001169,구로중학교,3,공립,N,,57,59,57,57,94,90,5,2,0,0,213,208,421,,N,단설,주간,19780105,19780105,1153010200,서울특별시 구로구 구로동,90번지.,152050,8303,서울특별시 구로구 구로중앙로 48,(구로동),37.494705,126.890895,02-864-4233,02-851-9604,http://guro.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시남부교육지원청,서울특별시 구로구,S010001170,구일중학교,3,공립,N,,103,77,112,109,85,101,2,2,0,0,302,289,591,,N,단설,주간,19900120,19900120,1153010200,서울특별시 구로구 구로동,685-161.,152051,8324,서울특별시 구로구 구일로 90-133,(구로동),37.4953002739742,126.873768255255,02-2107-9104,02-837-1898,http://guil.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시남부교육지원청,서울특별시 금천구,S010001171,난곡중학교,3,공립,N,,36,32,38,39,52,55,3,2,0,0,129,128,257,,N,단설,주간,19800506,19800124,1154510200,서울특별시 금천구 독산동,906-41번지.,153820,8549,서울특별시 금천구 문성로 67,(독산동),37.4780454951255,126.910793885887,02-2283-5200,02-859-2141,http://nangok.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시남부교육지원청,서울특별시 영등포구,S010001172,당산서중학교,3,공립,N,,97,63,97,87,75,83,0,0,0,0,269,233,502,,N,단설,주간,19821209,19821209,1156011500,서울특별시 영등포구 당산동5가,5번지(당산서길 14).,150045,7213,서울특별시 영등포구 당산로41길 12,"(당산동5가,당산서중학교)",37.5324853856573,126.898826904225,02-2676-0962,02-2632-5436,http://dangsanseo.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시남부교육지원청,서울특별시 영등포구,S010001173,당산중학교,3,공립,N,,72,88,74,66,82,79,3,4,0,0,231,237,468,,N,단설,주간,19681002,19680806,1156011600,서울특별시 영등포구 당산동6가,121번지.,150808,7224,서울특별시 영등포구 버드나루로 160,(당산동),37.5320312757594,126.907616071685,02-2177-9900,02-2177-9911,http://dangsan.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시남부교육지원청,서울특별시 영등포구,S010001174,대림중학교,3,공립,N,,71,79,77,79,80,66,2,3,0,0,230,227,457,,N,단설,주간,19840419,19840109,1156013300,서울특별시 영등포구 대림동,959번지.,150822,7442,서울특별시 영등포구 시흥대로185길 6,"(대림동,대림중학교)",37.4923185078406,126.907465989801,02-845-2171,02-845-8478,http://daerim.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시남부교육지원청,서울특별시 영등포구,S010001175,대영중학교,3,공립,N,,92,95,117,92,97,106,4,2,0,0,310,295,605,,N,단설,주간,19880502,19880202,1156013200,서울특별시 영등포구 신길동,342-49번지.,07397,7397,서울특별시 영등포구 도림로80가길 14,"(신길동,대영중학교)",37.5034387377086,126.905208467076,02-848-7781,02-831-5270,http://daeyoung.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시남부교육지원청,서울특별시 금천구,S010001176,동일중학교,3,사립,N,,72,93,78,104,79,106,0,0,0,0,229,303,532,,N,단설,주간,19690306,19681216,1154510300,서울특별시 금천구 시흥동,산100-4번지.,153032,8656,서울특별시 금천구 탑골로10길 45,(시흥동),37.4522450851445,126.917040505833,02-802-0991,02-892-7261,http://dongil.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시남부교육지원청,서울특별시 영등포구,S010001177,문래중학교,3,공립,N,,101,96,131,86,111,98,0,0,0,0,343,280,623,,N,단설,주간,19860504,19860129,1156012400,서울특별시 영등포구 문래동6가,44번지.,150096,7283,서울특별시 영등포구 선유서로13길 6,"(문래동6가,문래중학교)",37.520416490848,126.884142078278,02-6712-0707,02-6713-0377,http://mullae.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시남부교육지원청,서울특별시 금천구,S010001178,문성중학교,3,공립,N,,37,36,39,32,49,57,3,1,0,0,128,126,254,,N,단설,주간,19900504,19900120,1154510200,서울특별시 금천구 독산동,산10-6.,153013,8551,서울특별시 금천구 독산로102길 78,", 문성중학교 (독산동)",37.476424,126.908017,02-858-8446,02-838-8010,http://munseong.sen.ms.kr,남녀공학,both
서울특별시교육청,서울특별시남부교육지원청,서울특별시 금천구,S010001179,문일중학교,3,사립,N,,112,0,135,0,153,0,0,0,0,0,400,0,400,,N,단설,주간,19671214,19671214,1154510300,서울특별시 금천구 시흥동,559-1번지.,153031,8634,서울특별시 금천구 시흥대로47길 45,", 문일중학교 (시흥동)",37.4503312915157,126.898512718094,02-891-6669,02-805-3231,http://moonil.sen.ms.kr,남,both
서울특별시교육청,서울특별시남부교육지원청,서울특별시 금천구,S010001180,세일중학교,3,공립,N,,61,54,62,50,68,54,4,0,0,0,195,158,353,,N,단설,주간,19681020,19680806,1154510200,서울특별시 금천구 독산동,147-2.,153010,8533,서울특별시 금천구 시흥대로147길 34,(독산동),37.474503,126.895686,02-856-0868,02-839-3665,http://seil.sen.ms.kr,남녀공학,both
