"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","학년","성별","왕복오래달리기(회)","오래달리기걷기(초)","스텝검사(PEI)","앉아윗몸앞으로굽히기(cm)","종합유연성(점)","(무릎대고)팔굽혀펴기(회)","윗몸말아올리기(회)","악력(kg)","50m달리기(초)","제자리멀리뛰기(cm)","BMI(kg/㎡)","체지방률(%fat)","인원","%","인원","%","인원","%","인원","%","인원","%","검사인원수"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000380","약사초등학교","02","공립","N","","5학년","여자","","0.00","","16.4","","","","19.8","","146.2","21","","0","0","8","12.7","45","71.4","9","14.3","1","1.6","63"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000380","약사초등학교","02","공립","N","","6학년","남자","","0.00","","11.4","","","","22.5","","161.2","21.9","","0","0","6","13.6","20","45.5","18","40.9","0","0","44"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000380","약사초등학교","02","공립","N","","6학년","여자","","0.00","","18.3","","","","21.6","","134.7","20.5","","0","0","4","8.2","28","57.1","17","34.7","0","0","49"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000381","약수초등학교","02","공립","Y","약수초등학교-6607(2020.9.14.)호, 체육예술건강과-10057(2020.10.8.)호에 의거 하여 2020학년도 학생건강체력평가 실시 생략","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000382","양사초등학교","02","공립","N","","5학년","남자","64.6","0.00","","","7","","","18.5","8.4","","20.7","","2","11.8","8","47.1","5","29.4","1","5.9","1","5.9","17"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000382","양사초등학교","02","공립","N","","5학년","여자","63.8","0.00","","","7.7","","","17","8.6","","19.2","","1","4.3","16","69.6","6","26.1","0","0","0","0","23"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000382","양사초등학교","02","공립","N","","6학년","남자","75.7","0.00","","","7.5","","","23.6","7.8","","22.1","","5","33.3","6","40","4","26.7","0","0","0","0","15"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000382","양사초등학교","02","공립","N","","6학년","여자","68.1","0.00","","","7.8","","","21.8","8.3","","19","","5","27.8","11","61.1","2","11.1","0","0","0","0","18"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000383","연암초등학교","02","공립","N","","4학년","남자","59.2","0.00","","","6.6","","","18.3","","145.1","20.1","","2","5.4","9","24.3","20","54.1","5","13.5","1","2.7","37"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000383","연암초등학교","02","공립","N","","4학년","여자","51.3","0.00","","","7.4","","","16.1","","132.7","18.3","","1","2.6","15","38.5","22","56.4","1","2.6","0","0","39"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000383","연암초등학교","02","공립","N","","5학년","남자","62","0.00","","4.6","","","","22.6","","161.1","22.6","","1","3","8","24.2","21","63.6","3","9.1","0","0","33"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000383","연암초등학교","02","공립","N","","5학년","여자","52.1","0.00","","11.7","","","","20","","145.1","19.4","","0","0","13","41.9","18","58.1","0","0","0","0","31"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000383","연암초등학교","02","공립","N","","6학년","남자","76.2","0.00","","7.4","","","","29","","169.4","21.7","","1","2.8","14","38.9","21","58.3","0","0","0","0","36"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000383","연암초등학교","02","공립","N","","6학년","여자","63.8","0.00","","13.8","","","","27.1","","150.8","21.6","","0","0","21","56.8","14","37.8","2","5.4","0","0","37"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000384","염포초등학교","02","공립","Y","감염병 상황 등을 고려하여 2020학년도 학생건강체력 평가 생략함","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000385","옥성초등학교","02","공립","N","","5학년","남자","49.4","0.00","","8.9","","","","21","","135.7","22.8","","0","0","2","13.3","8","53.3","4","26.7","1","6.7","15"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000385","옥성초등학교","02","공립","N","","5학년","여자","56.4","0.00","","11.4","","","","17.2","","124.8","19.9","","0","0","3","16.7","12","66.7","2","11.1","1","5.6","18"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000385","옥성초등학교","02","공립","N","","6학년","남자","54.8","0.00","","8.4","","","","27.3","","147.8","22.8","","0","0","6","24","13","52","6","24","0","0","25"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000385","옥성초등학교","02","공립","N","","6학년","여자","50.8","0.00","","15.2","","","","23","","128","21.3","","0","0","7","28","12","48","6","24","0","0","25"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000386","우정초등학교","02","공립","Y","2020학년도 학생건강 체력평가 미실시함","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000387","울산양정초등학교","02","공립","N","","5학년","남자","","7.16","","8.5","","","","19.9","","163.8","21.8","","0","0","11","28.9","18","47.4","9","23.7","0","0","38"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000387","울산양정초등학교","02","공립","N","","5학년","여자","","7.29","","13.7","","","","18.4","","143.1","19.2","","0","0","12","41.4","13","44.8","4","13.8","0","0","29"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000387","울산양정초등학교","02","공립","N","","6학년","남자","","7.17","","6.7","","","","25.7","10.4","","23.4","","0","0","8","15.1","27","50.9","17","32.1","1","1.9","53"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000387","울산양정초등학교","02","공립","N","","6학년","여자","","7.36","","12.9","","","","23.3","10.6","","20","","0","0","10","26.3","20","52.6","6","15.8","2","5.3","38"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000388","울산초등학교","02","공립","N","","5학년","남자","0","0.00","","10.5","","","","19.8","","160","20.8","","0","0","15","16.3","50","54.3","25","27.2","2","2.2","92"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000388","울산초등학교","02","공립","N","","5학년","여자","0","0.00","","15.8","","","","18.6","","147.9","18.6","","0","0","16","21.9","46","63","11","15.1","0","0","73"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000388","울산초등학교","02","공립","N","","6학년","남자","0","0.00","","10.1","","","","23.5","","169","21.6","","0","0","10","11","58","63.7","22","24.2","1","1.1","91"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000388","울산초등학교","02","공립","N","","6학년","여자","0","0.00","","14.4","","","","21.1","","149","20","","0","0","6","8.1","57","77","11","14.9","0","0","74"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 동구","S070000390","일산초등학교","02","공립","Y","2020학년도 PAPS 측정을 실시하지 않음","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 동구","S070000391","전하초등학교","02","공립","Y","2020학년도 학생건강 체력평가 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 동구","S070000392","주전초등학교","02","공립","N","","4학년","남자","79.2","0.00","","","7.6","","","19.7","9.7","","17.9","","1","20","4","80","0","0","0","0","0","0","5"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 동구","S070000392","주전초등학교","02","공립","N","","4학년","여자","55.2","0.00","","","7.4","","","20.6","10.6","","19.9","","0","0","2","40","3","60","0","0","0","0","5"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 동구","S070000392","주전초등학교","02","공립","N","","5학년","남자","46.5","0.00","","9.5","","","","23.7","9.8","","27.2","","0","0","0","0","2","100","0","0","0","0","2"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 동구","S070000392","주전초등학교","02","공립","N","","5학년","여자","47.1","0.00","","16.8","","","","20.6","9.4","","20.3","","1","11.1","1","11.1","7","77.8","0","0","0","0","9"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 동구","S070000392","주전초등학교","02","공립","N","","6학년","여자","58","0.00","","17.4","","","","24.7","9.7","","20.8","","0","0","4","57.1","3","42.9","0","0","0","0","7"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000394","태화초등학교","02","공립","N","","5학년","남자","65.5","0.00","","7","","","","18.4","","151.7","21.4","","2","2.6","20","26","36","46.8","17","22.1","2","2.6","77"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000394","태화초등학교","02","공립","N","","5학년","여자","64.7","0.00","","13.4","","","","18.8","","142.6","20.3","","3","4.3","33","47.1","29","41.4","4","5.7","1","1.4","70"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000394","태화초등학교","02","공립","N","","6학년","남자","74.9","0.00","","8.6","","","","22.1","","159.1","22.1","","3","3.8","19","24.4","43","55.1","13","16.7","0","0","78"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000394","태화초등학교","02","공립","N","","6학년","여자","65.2","0.00","","16.4","","","","19.7","","150.6","19.8","","3","4.6","27","41.5","30","46.2","4","6.2","1","1.5","65"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000395","평산초등학교","02","공립","Y","2020년 학생체력평가 미실시교","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000396","학성초등학교","02","공립","N","","5학년","남자","83.6","0.00","","9.2","","","","20.6","","155.9","22.3","","4","6","26","38.8","33","49.3","2","3","2","3","67"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000396","학성초등학교","02","공립","N","","5학년","여자","67.1","0.00","","12.3","","","","23.4","","135.9","21.2","","0","0","14","41.2","15","44.1","5","14.7","0","0","34"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000396","학성초등학교","02","공립","N","","6학년","남자","102.3","0.00","","9.1","","","","22.7","","163.5","21.1","","4","9.8","19","46.3","12","29.3","5","12.2","1","2.4","41"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000396","학성초등학교","02","공립","N","","6학년","여자","87.5","0.00","","15.5","","","","22.3","","145.9","20.5","","3","7.9","19","50","14","36.8","2","5.3","0","0","38"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000397","함월초등학교","02","공립","N","","4학년","남자","57.1","0.00","","","6.8","","","16.8","","144.2","21","","0","0","8","24.2","22","66.7","3","9.1","0","0","33"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000397","함월초등학교","02","공립","N","","4학년","여자","54","0.00","","","7.8","","","17.1","","136.6","19.5","","1","3.7","13","48.1","12","44.4","1","3.7","0","0","27"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000397","함월초등학교","02","공립","N","","5학년","남자","70.2","0.00","","7.7","","","","19.6","","151.1","21.8","","1","3.2","10","32.3","14","45.2","4","12.9","2","6.5","31"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000397","함월초등학교","02","공립","N","","5학년","여자","58.5","0.00","","15.1","","","","20.6","","147.4","20.5","","2","6.3","13","40.6","17","53.1","0","0","0","0","32"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000397","함월초등학교","02","공립","N","","6학년","남자","58.9","0.00","","7","","","","24.5","","168.3","21.9","","0","0","12","36.4","16","48.5","5","15.2","0","0","33"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000397","함월초등학교","02","공립","N","","6학년","여자","40.7","0.00","","13.5","","","","22.6","","142.8","21","","0","0","8","26.7","17","56.7","5","16.7","0","0","30"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000398","호계초등학교","02","공립","Y","코로나로 인해 체력증진 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 동구","S070000399","화암초등학교","02","공립","N","","5학년","남자","73.4","0.00","","","7","","","21.2","","155.1","21.4","","9","12","25","33.3","26","34.7","15","20","0","0","75"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 동구","S070000399","화암초등학교","02","공립","N","","5학년","여자","58.8","0.00","","","7.8","","","21.5","","137.4","20.2","","3","4.8","33","53.2","25","40.3","1","1.6","0","0","62"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 동구","S070000399","화암초등학교","02","공립","N","","6학년","남자","75.6","0.00","","","7.2","","","27.7","","168.4","21.8","","8","10.3","32","41","30","38.5","8","10.3","0","0","78"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 동구","S070000399","화암초등학교","02","공립","N","","6학년","여자","56.8","0.00","","","7.6","","","24.5","","146.4","20.7","","3","4.8","29","46.8","27","43.5","3","4.8","0","0","62"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 동구","S070000400","화정초등학교","02","공립","N","","5학년","남자","68.3","0.00","","9.2","","","","19","","162.9","22.6","","3","7","11","25.6","25","58.1","4","9.3","0","0","43"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 동구","S070000400","화정초등학교","02","공립","N","","5학년","여자","58.8","0.00","","14.4","","","","18.4","","150.1","20.3","","1","2","23","45.1","25","49","2","3.9","0","0","51"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 동구","S070000400","화정초등학교","02","공립","N","","6학년","남자","58.8","0.00","","9.1","","","","22.4","","167","23.1","","1","2","13","26.5","25","51","10","20.4","0","0","49"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 동구","S070000400","화정초등학교","02","공립","N","","6학년","여자","48.5","0.00","","14.5","","","","19.8","","148.2","19.9","","0","0","10","22.7","29","65.9","5","11.4","0","0","44"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 동구","S070000401","화진초등학교","02","공립","Y","코로나 19로 인한 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 울주군","S070000533","온산초등학교","02","공립","Y","2020년 미실시로 인한 제외","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 남구","S070000534","도산초등학교","02","공립","Y","작년 코로나 상황으로 미실시하여 전년도 자료가 없음","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000535","성안초등학교","02","공립","Y","코로나 19로 인한 2020학년도 학생건강체력평가 실시 생략","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 동구","S070000536","양지초등학교","02","공립","Y","코로나19로 인한 PAPS 미실시.","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000537","명촌초등학교","02","공립","Y","1. 관련: 체육예술건강과-10057(2020.10.8.) 2. 코로나 19 감염병으로 인한 학생건강체력평가 실시 생략 요청으로 미실시 승인","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 울주군","S070000551","천상초등학교","02","공립","N","","5학년","남자","69.8","0.00","","8.2","","","","23","10.8","","22","","3","5","14","23.3","32","53.3","10","16.7","1","1.7","60"
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 울주군","S070000551","천상초등학교","02","공립","N","","5학년","여자","69.7","0.00","","13.5","","","","19.1","11","","19.2","","1","1.7","22","36.7","32","53.3","5","8.3","0","0","60"
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 울주군","S070000551","천상초등학교","02","공립","N","","6학년","남자","87.8","0.00","","7.8","","","","22.8","9.6","","21.2","","1","1.8","21","36.8","27","47.4","8","14","0","0","57"
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 울주군","S070000551","천상초등학교","02","공립","N","","6학년","여자","72.1","0.00","","15.2","","","","22","10.3","","20.4","","3","5","23","38.3","31","51.7","3","5","0","0","60"
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 울주군","S070000556","영화초등학교","02","공립","N","","5학년","남자","89","0.00","","5","","","","17.7","11.1","","22.1","","0","0","18","20.9","47","54.7","19","22.1","2","2.3","86"
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 울주군","S070000556","영화초등학교","02","공립","N","","5학년","여자","85.2","0.00","","10.5","","","","16.4","11.2","","20","","2","2.2","29","31.9","46","50.5","13","14.3","1","1.1","91"
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 울주군","S070000556","영화초등학교","02","공립","N","","6학년","남자","86","0.00","","8.1","","","","21","10.6","","23","","0","0","18","21.7","55","66.3","10","12","0","0","83"
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 울주군","S070000556","영화초등학교","02","공립","N","","6학년","여자","82.2","0.00","","12.2","","","","18.4","11","","20.7","","0","0","17","21.8","50","64.1","11","14.1","0","0","78"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000557","이화초등학교","02","공립","Y","2020학년도 학생건강 체력평가 미실시함","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 남구","S070000567","용연초등학교","02","공립","N","","4학년","남자","","0.00","","","7.2","","","15.7","","149.4","","","0","0","0","0","26","38.2","40","58.8","2","2.9","68"
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 남구","S070000567","용연초등학교","02","공립","N","","4학년","여자","","0.00","","","7.6","","","15.7","","134.9","","","0","0","0","0","31","43.7","38","53.5","2","2.8","71"
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 남구","S070000567","용연초등학교","02","공립","N","","5학년","남자","","0.00","","11.7","","","","15.9","","158.2","21.5","","0","0","7","10.8","37","56.9","21","32.3","0","0","65"
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 남구","S070000567","용연초등학교","02","공립","N","","5학년","여자","","0.00","","13.3","","","","13.7","","134.9","19.5","","0","0","1","1.9","33","61.1","19","35.2","1","1.9","54"
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 남구","S070000567","용연초등학교","02","공립","N","","6학년","남자","","0.00","","9.2","","","","21.9","","172","22.3","","0","0","5","8.3","34","56.7","20","33.3","1","1.7","60"
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 남구","S070000567","용연초등학교","02","공립","N","","6학년","여자","","0.00","","13.4","","","","19.9","","149.3","20.5","","0","0","3","5.6","35","64.8","15","27.8","1","1.9","54"
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 남구","S070000570","월계초등학교","02","공립","N","","5학년","남자","44","0.00","","10.4","","","","19.9","","151.5","21.1","","1","2.4","7","17.1","28","68.3","3","7.3","2","4.9","41"
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 남구","S070000570","월계초등학교","02","공립","N","","5학년","여자","34.8","0.00","","11.2","","","","19.5","","133","20.4","","0","0","9","32.1","14","50","4","14.3","1","3.6","28"
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 남구","S070000570","월계초등학교","02","공립","N","","6학년","남자","46.4","0.00","","8.6","","","","25.4","","167.4","23.2","","0","0","14","31.1","20","44.4","8","17.8","3","6.7","45"
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 남구","S070000570","월계초등학교","02","공립","N","","6학년","여자","41.3","0.00","","13.7","","","","23.1","","156.7","20.1","","0","0","12","52.2","9","39.1","1","4.3","1","4.3","23"
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 남구","S070000600","남산초등학교","02","공립","Y","김염병 상황으로 2020학년도 학생건강체력평가 생략함","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 남구","S070000601","신복초등학교","02","공립","Y","2020학년도 학생건강 체력평가 실시 생략","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000602","무룡초등학교","02","공립","Y","2020학년도 PAPS 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000603","신천초등학교","02","공립","Y","코로나19로 인해 학생체력평가 미실시함.","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000604","천곡초등학교","02","공립","Y","시도교육감 및 교육장의 승인을 받아 2020학년도 학생건강체력평가 실시를 생략함","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 동구","S070000610","문현초등학교","02","공립","Y","코로나 상황을 고려하여 2020학년도 학생 건강체력평가 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000616","남외초등학교","02","공립","Y","코로나19 감염병 상황으로 인한 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000617","상안초등학교","02","공립","N","","5학년","남자","74.5","0.00","","11.5","","","81","","","158.6","21.5","","6","7.1","42","50","36","42.9","0","0","0","0","84"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000617","상안초등학교","02","공립","N","","5학년","여자","69","0.00","","17","","","77.7","","","145.1","19.8","","7","13","38","70.4","9","16.7","0","0","0","0","54"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000617","상안초등학교","02","공립","N","","6학년","남자","92.4","0.00","","7.6","","","67.6","","","170.8","21.5","","4","5.2","49","63.6","20","26","4","5.2","0","0","77"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000617","상안초등학교","02","공립","N","","6학년","여자","84.2","0.00","","13.8","","","49.9","","","150.5","19.6","","11","13.9","45","57","19","24.1","4","5.1","0","0","79"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000622","매곡초등학교","02","공립","Y","코로나19 감염병 상황 등으로 인하여 2020학년도 본교 학생건강체력평가 실시를 생략함","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000623","백양초등학교","02","공립","N","","5학년","남자","60.9","0.00","","8.3","","","","22.4","9.8","","21.2","","2","3.8","13","24.5","32","60.4","6","11.3","0","0","53"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000623","백양초등학교","02","공립","N","","5학년","여자","46.9","0.00","","14.5","","","","23.2","10.8","","19.5","","0","0","24","32","43","57.3","8","10.7","0","0","75"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000623","백양초등학교","02","공립","N","","6학년","남자","62.6","0.00","","9.8","","","","27.1","9.8","","21.8","","6","7.6","21","26.6","40","50.6","12","15.2","0","0","79"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000623","백양초등학교","02","공립","N","","6학년","여자","50.7","0.00","","15.7","","","","24","10.7","","20.5","","0","0","21","30.9","43","63.2","4","5.9","0","0","68"
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 남구","S070000625","청솔초등학교","02","공립","Y","코로나19로 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 울주군","S070000626","호연초등학교","02","공립","N","","5학년","남자","96.4","0.00","","6.9","","","64.5","","9.8","","19.6","","6","13.6","24","54.5","11","25","3","6.8","0","0","44"
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 울주군","S070000626","호연초등학교","02","공립","N","","5학년","여자","74.6","0.00","","7.7","","","52.9","","10.4","","19","","3","5.1","28","47.5","25","42.4","3","5.1","0","0","59"
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 울주군","S070000626","호연초등학교","02","공립","N","","6학년","남자","91.3","0.00","","","7.3","","70.1","","8.8","","21.3","","16","26.2","27","44.3","17","27.9","1","1.6","0","0","61"
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 울주군","S070000626","호연초등학교","02","공립","N","","6학년","여자","84.1","0.00","","","7.8","","51.2","","9.7","","19","","15","24.2","32","51.6","15","24.2","0","0","0","0","62"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000655","다전초등학교","02","공립","Y","2020 코로나로 실시하지 않음","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 울주군","S070000657","울주명지초등학교","02","공립","Y","감염병 상활을 고려하여 교육감 승인을 받아 실시 생략","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000660","화봉초등학교","02","공립","Y","교육감 및 교육장의 승인을 받아 2020학년도 PAPS 측정대상에서 제외됨","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000661","동대초등학교","02","공립","N","","4학년","남자","53.5","0.00","","","6.9","","61","","10.5","","21.1","","5","8.1","18","29","29","46.8","10","16.1","0","0","62"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000661","동대초등학교","02","공립","N","","4학년","여자","56.7","0.00","","","7.4","","47.5","","10.9","","18.6","","6","13","23","50","14","30.4","3","6.5","0","0","46"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000661","동대초등학교","02","공립","N","","5학년","남자","73.9","0.00","","6","","","55.2","","10.2","","20.7","","2","4.5","17","38.6","18","40.9","7","15.9","0","0","44"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000661","동대초등학교","02","공립","N","","5학년","여자","67.3","0.00","","13.2","","","43.7","","10.6","","18.7","","4","10.5","19","50","12","31.6","3","7.9","0","0","38"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000661","동대초등학교","02","공립","N","","6학년","남자","65.4","0.00","","9.6","","","64.3","","9.3","","21.4","","2","4.4","24","53.3","14","31.1","5","11.1","0","0","45"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000661","동대초등학교","02","공립","N","","6학년","여자","61","0.00","","17.9","","","51","","9.8","","21","","7","17.5","15","37.5","18","45","0","0","0","0","40"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 북구","S070000694","매산초등학교","02","공립","Y","2020학년도 학생건강 체력평가 미실시함","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강남교육지원청","울산광역시 울주군","S070000716","상북초등학교","02","공립","Y","코로나 19로 인하여 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000718","외솔초등학교","02","공립","N","","5학년","남자","67","0.00","","7.4","","","","20.5","","157.5","21.1","","1","1.5","25","38.5","31","47.7","8","12.3","0","0","65"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000718","외솔초등학교","02","공립","N","","5학년","여자","62.8","0.00","","10.8","","","","18.8","","139.7","19.4","","2","3.6","19","34.5","31","56.4","3","5.5","0","0","55"
"울산광역시교육청","울산광역시강북교육지원청","울산광역시 중구","S070000718","외솔초등학교","02","공립","N","","6학년","남자","82.2","0.00","","4.8","","","","22.8","","169.5","21.1","","0","0","18","36","26","52","6","12","0","0","50"
